EngagementRatio
0.050149213
0.032047036
0.07161051
0.120724501
0.004766242
0.085118918
0.019827659
0.092235466
0.294187593
0.047041231
0.090232894
0.07137651
0.195381825
0.039534795
0.034413996
0.027055648
0.293206822
0.049923823
0.347533947
0.284867081
0.087476606
0.065508885
0.256177758
0.207440478
0.114434305
0.16243617
0.194027271
0.107937145
0.017873097
0.029395768
